Family_Number,Vehicle_Type,Vehicle_Ownership,Fuel_Type,Parking_Location_at_Home,New types
22946,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
22562,Car,Household,Petrol,Roadside - Free,Car
22947,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
22948,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
22771,Car,Household,Petrol,Roadside - Free,Car
22771,Car,Household,Petrol,Roadside - Free,Car
20094,Car,Rental,Petrol,Roadside - Free,Car
22195,Car,Household,Petrol,Roadside - Free,Car
22195,Car,Household,Petrol,Roadside - Free,Car
22195,Car,Household,Petrol,Roadside - Free,Car
22196,Car,Household,Petrol,Roadside - Free,Car
22196,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24131,Pick-Up,Household,Diesel,Roadside - Free,LGV
24133,Car,Household,Petrol,Personal Garage (Home),Car
24134,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22197,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22197,Car,Household,Petrol,Roadside - Free,Car
22197,Car,Household,Petrol,Roadside - Free,Car
24141,Car,Household,Petrol,Roadside - Charged,Car
24145,Car,Household,Petrol,Personal Garage (Home),Car
20300,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20300,Car,Household,Petrol,Roadside - Free,Car
20300,Car,Household,Petrol,Roadside - Free,Car
20300,Car,Household,Petrol,Roadside - Free,Car
22770,Car,Household,Petrol,Roadside - Free,Car
21202,Car,Household,Petrol,Roadside - Free,Car
20027,Car,Household,Petrol,Roadside - Free,Car
20027,Car,Household,Petrol,Roadside - Free,Car
22198,Car,Household,Petrol,Roadside - Free,Car
22198,Car,Household,Petrol,Roadside - Free,Car
22772,Car,Household,Petrol,Roadside - Free,Car
20781,Car,Household,Petrol,Roadside - Free,Car
20781,Pick-Up,Household,Petrol,Roadside - Free,LGV
22972,Car,Household,Petrol,Roadside - Charged,Car
20028,Car,Household,Petrol,Roadside - Free,Car
20028,Car,Household,Petrol,Personal Garage (Home),Car
23787,Car,Household,Petrol,Roadside - Free,Car
20186,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21176,Car,Household,Petrol,Roadside - Free,Car
21176,Car,Household,Petrol,Roadside - Free,Car
21176,Car,Household,Petrol,Roadside - Free,Car
21176,Car,Household,Petrol,Roadside - Free,Car
21972,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21972,Car,Household,Diesel,Roadside - Free,Car
23343,Car,Household,Petrol,Roadside - Free,Car
20340,Car,Household,Petrol,On-Site Residential - Free,Car
20782,Car,Household,Petrol,Roadside - Free,Car
20782,Car,Household,Petrol,Roadside - Free,Car
20782,Car,Household,Petrol,Roadside - Free,Car
20782,Car,Household,Petrol,Roadside - Free,Car
23816,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
23816,Car,Household,Petrol,Roadside - Free,Car
23816,Car,Household,Petrol,Roadside - Free,Car
23816,Car,Household,Petrol,Roadside - Free,Car
23816,Car,Household,Petrol,Roadside - Free,Car
23816,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23816,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23816,Car,Household,Petrol,Roadside - Free,Car
23816,Car,Household,Petrol,Roadside - Free,Car
23956,Car,Household,Petrol,Roadside - Free,Car
20554,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20554,Car,Household,Petrol,Roadside - Free,Car
20554,Car,Household,Petrol,Roadside - Free,Car
21973,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23486,Car,Household,Petrol,Personal Garage (Home),Car
24460,Car,Household,Petrol,Roadside - Free,Car
24460,Car,Household,Petrol,Roadside - Free,Car
24005,Car,Household,Petrol,Roadside - Free,Car
20341,Car,Household,Petrol,On-Site Residential - Free,Car
21974,Car,Household,Petrol,Roadside - Free,Car
20894,Car,Household,Petrol,On-Site Residential - Free,Car
23784,Car,Household,Petrol,Roadside - Free,Car
21016,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23488,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
20188,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20188,Car,Household,Petrol,Roadside - Free,Car
22590,Car,Household,Petrol,Roadside - Free,Car
22773,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21975,Car,Household,Petrol,Roadside - Free,Car
23951,Car,Household,Petrol,Roadside - Free,Car
23951,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23817,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23817,Large Car (SUV),Rental,Petrol,On-Site Residential - Free,Car
23817,Car,Household,Petrol,Roadside - Free,Car
24622,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24622,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24622,Car,Household,Petrol,Roadside - Free,Car
24622,Car,Household,Petrol,Roadside - Free,Car
20699,Car,Household,Petrol,Roadside - Free,Car
20699,Car,Household,Petrol,Roadside - Free,Car
22974,Car,Household,Petrol,Roadside - Free,Car
24009,Car,Household,Petrol,Roadside - Free,Car
20342,Car,Household,Petrol,On-Site Residential - Free,Car
20555,Car,Household,Petrol,Roadside - Free,Car
20555,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22609,Car,Household,Petrol,Roadside - Free,Car
23489,Car,Household,Petrol,Personal Garage (Home),Car
20430,Car,Household,Petrol,Roadside - Free,Car
20430,Car,Household,Petrol,Roadside - Free,Car
22591,Car,Employer's,Petrol,Roadside - Free,Car
22591,Car,Household,Petrol,Roadside - Free,Car
24104,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24104,Car,Household,Petrol,Roadside - Free,Car
24104,Car,Household,Petrol,Roadside - Free,Car
20895,Car,Household,Petrol,Roadside - Free,Car
22413,Car,Household,Petrol,Roadside - Free,Car
22413,Car,Employer's,Petrol,Personal Garage (Home),Car
21178,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23666,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21976,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
20783,Car,Household,Petrol,Roadside - Free,Car
24623,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24623,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24623,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20189,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20189,Car,Household,Petrol,Roadside - Free,Car
20029,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20029,Car,Household,Petrol,Roadside - Free,Car
20029,Car,Household,Petrol,Roadside - Free,Car
22610,Car,Household,Petrol,Roadside - Free,Car
20700,Car,Household,Petrol,Roadside - Free,Car
20700,Car,Household,Petrol,Roadside - Free,Car
22921,Car,Household,Petrol,On-Site Residential - Free,Car
22921,Car,Household,Petrol,On-Site Residential - Free,Car
22921,Car,Household,Petrol,On-Site Residential - Free,Car
23952,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20896,Car,Household,Petrol,On-Site Residential - Free,Car
20896,Car,Household,Petrol,Roadside - Free,Car
21977,Car,Household,Petrol,Roadside - Free,Car
21977,Car,Household,Petrol,Roadside - Free,Car
20784,Car,Household,Petrol,Roadside - Free,Car
23781,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23781,Car,Household,Petrol,Roadside - Free,Car
20200,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23393,Car,Household,Petrol,On-Site Residential - Free,Car
20431,Car,Household,Petrol,Roadside - Free,Car
20431,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23490,Car,Household,Petrol,Personal Garage (Home),Car
23490,Car,Household,Petrol,Personal Garage (Home),Car
24461,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24461,Car,Household,Petrol,Roadside - Free,Car
24399,Car,Household,Petrol,Personal Garage (Home),Car
22284,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22284,Car,Household,Petrol,Roadside - Free,Car
22284,Car,Household,Petrol,Roadside - Free,Car
24619,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23669,Car,Household,Petrol,Roadside - Free,Car
22215,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22215,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22215,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22414,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22414,Car,Household,Petrol,Personal Garage (Home),Car
23230,Car,Household,Petrol,On-Site Residential - Free,Car
22799,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21978,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22611,Pick-Up,Employer's,Petrol,Roadside - Free,LGV
22975,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20897,Car,Household,Petrol,Roadside - Free,Car
20556,Car,Household,Petrol,Roadside - Free,Car
20556,Car,Household,Petrol,Roadside - Free,Car
20556,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20221,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20221,Car,Household,Petrol,Roadside - Free,Car
22415,Car,Household,Petrol,Roadside - Free,Car
22415,Car,Household,Petrol,Roadside - Free,Car
20785,Car,Household,Petrol,Roadside - Free,Car
20785,Car,Household,Petrol,Roadside - Free,Car
21980,Car,Household,Petrol,Roadside - Free,Car
23788,Car,Household,Petrol,Roadside - Free,Car
24006,Car,Household,Petrol,Roadside - Free,Car
24006,Car,Household,Petrol,Roadside - Free,Car
22800,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22800,Car,Household,Petrol,Roadside - Free,Car
23491,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24625,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24625,Car,Household,Petrol,Personal Garage (Home),Car
20863,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23395,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
23395,Car,Household,Petrol,On-Site Residential - Free,Car
20432,Car,Household,Petrol,Roadside - Free,Car
20432,Car,Household,Petrol,Roadside - Free,Car
20432,Car,Household,Petrol,Roadside - Free,Car
22285,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22285,Car,Household,Petrol,Roadside - Free,Car
23338,Car,Household,Petrol,Roadside - Free,Car
21212,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22923,Car,Household,Petrol,On-Site Residential - Free,Car
22416,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24106,Car,Household,Petrol,Roadside - Free,Car
24106,Car,Household,Petrol,Roadside - Free,Car
23234,Car,Household,Petrol,On-Site Residential - Free,Car
23668,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23818,Car,Employer's,Petrol,Roadside - Free,Car
20222,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20222,Car,Household,Petrol,Roadside - Free,Car
23955,Car,Household,Petrol,Roadside - Free,Car
24462,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24462,Car,Household,Petrol,Roadside - Free,Car
22612,Car,Household,Petrol,Roadside - Free,Car
21979,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21979,Car,Household,Petrol,Roadside - Free,Car
20557,Car,Household,Petrol,Roadside - Free,Car
22801,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22801,Car,Household,Petrol,Roadside - Free,Car
22286,Car,Household,Petrol,Personal Garage (Home),Car
22690,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24400,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24227,Car,Household,Petrol,Personal Garage (Home),Car
23711,Car,Household,Petrol,Roadside - Free,Car
23711,Car,Household,Petrol,Roadside - Free,Car
20433,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20433,Car,Household,Petrol,Roadside - Free,Car
22417,Car,Household,Petrol,Roadside - Free,Car
23779,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20095,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20095,Car,Employer's,Petrol,Roadside - Free,Car
23492,Car,Household,Petrol,Personal Garage (Home),Car
24626,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24626,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24626,Car,Household,Petrol,Roadside - Free,Car
20786,Car,Household,Petrol,Roadside - Free,Car
20786,Car,Household,Petrol,Roadside - Free,Car
22802,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20212,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20212,Car,Household,Petrol,Roadside - Free,Car
22691,Car,Household,Petrol,Personal Garage (Home),Car
24147,Car,Household,Petrol,Personal Garage (Home),Car
24147,Car,Household,Petrol,Personal Garage (Home),Car
23227,Car,Household,Petrol,On-Site Residential - Free,Car
24107,Car,Household,Petrol,Personal Garage (Home),Car
23819,Car,Household,Petrol,Roadside - Free,Car
24533,Pick-Up,Household,Petrol,Personal Garage (Home),LGV
24533,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23397,Car,Household,Petrol,On-Site Residential - Free,Car
22613,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24228,Pick-Up,Household,Petrol,Personal Garage (Home),LGV
24463,Car,Household,Petrol,Roadside - Free,Car
21179,Pick-Up,Household,Diesel,Roadside - Free,LGV
21179,Car,Household,Petrol,Roadside - Free,Car
23969,Car,Household,Petrol,Roadside - Free,Car
23341,Car,Household,Petrol,On-Site Residential - Free,Car
20701,Car,Household,Petrol,Roadside - Free,Car
22287,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22287,Car,Household,Petrol,Roadside - Free,Car
22287,Car,Household,Petrol,Roadside - Free,Car
22287,Car,Household,Petrol,Roadside - Free,Car
22692,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22692,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22418,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22418,Car,Household,Petrol,Personal Garage (Home),Car
23663,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23663,Car,Rental,Petrol,Roadside - Free,Car
24229,Car,Household,Petrol,Personal Garage (Home),Car
24401,Car,Household,Petrol,Roadside - Free,Car
24627,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21313,Car,Household,Petrol,Roadside - Free,Car
20434,Car,Household,Petrol,Roadside - Free,Car
24464,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24464,Car,Household,Petrol,Roadside - Free,Car
20096,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20096,Large Car (SUV),Household,Diesel,Roadside - Free,Car
24014,Car,Household,Petrol,Roadside - Free,Car
24014,Pick-Up,Household,Diesel,Roadside - Free,LGV
20870,Car,Household,Petrol,Roadside - Free,Car
20870,Car,Household,Petrol,Roadside - Free,Car
24532,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
20558,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20558,Car,Household,Petrol,Roadside - Free,Car
22976,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22976,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21314,Car,Household,Petrol,Roadside - Free,Car
24230,Pick-Up,Employer's,Diesel,Personal Garage (Home),LGV
22693,Car,Household,Petrol,Personal Garage (Home),Car
22614,Pick-Up,Employer's,Petrol,Roadside - Free,LGV
20898,Car,Household,Petrol,Roadside - Free,Car
20898,Car,Household,Petrol,Roadside - Free,Car
20898,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20898,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23712,Car,Household,Petrol,Roadside - Free,Car
22419,Car,Household,Petrol,Personal Garage (Home),Car
22419,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20788,Car,Household,Petrol,Roadside - Free,Car
20788,Car,Household,Petrol,Roadside - Free,Car
20624,Car,Household,Petrol,Roadside - Free,Car
22288,Car,Household,Petrol,Roadside - Free,Car
22288,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20702,Car,Household,Petrol,Roadside - Free,Car
20702,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24231,Pick-Up,Household,Petrol,Roadside - Free,LGV
20217,Car,Household,Petrol,Roadside - Free,Car
23820,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24105,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24105,Car,Household,Petrol,Roadside - Free,Car
20435,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22694,Car,Household,Petrol,Personal Garage (Home),Car
24628,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22289,Mini-Bus,Employer's,Petrol,Roadside - Free,Mini-Bus
22756,Car,Household,Petrol,Roadside - Free,Car
20625,Car,Household,Petrol,Roadside - Free,Car
22420,Car,Household,Petrol,Roadside - Free,Car
22420,Car,Household,Petrol,Roadside - Free,Car
20097,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20864,Pick-Up,Employer's,Petrol,Roadside - Free,LGV
20864,Car,Household,Petrol,Roadside - Free,Car
21006,Car,Household,Petrol,Personal Garage (Home),Car
20899,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
20218,Car,Household,Petrol,Roadside - Free,Car
20218,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23963,Car,Household,Petrol,Roadside - Free,Car
24232,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
20703,Car,Household,Petrol,Roadside - Free,Car
20703,Car,Household,Petrol,Roadside - Free,Car
20030,Car,Household,Petrol,Roadside - Free,Car
20030,Car,Household,Petrol,Roadside - Free,Car
20030,Car,Household,Petrol,Roadside - Free,Car
23216,Car,Household,Petrol,On-Site Residential - Free,Car
23410,Car,Household,Petrol,Roadside - Free,Car
24007,Car,Household,Petrol,Roadside - Free,Car
22615,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22615,Car,Household,Petrol,Personal Garage (Home),Car
22290,Car,Household,Petrol,Personal Garage (Home),Car
22290,Car,Household,Petrol,Personal Garage (Home),Car
24629,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24629,Car,Household,Petrol,Personal Garage (Home),Car
20626,Car,Household,Petrol,Personal Garage (Home),Car
22429,Car,Household,Petrol,Roadside - Free,Car
20436,Car,Household,Petrol,Roadside - Free,Car
20436,Car,Household,Petrol,Roadside - Free,Car
24233,Car,Employer's,Petrol,Roadside - Free,Car
22217,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22217,Car,Household,Petrol,Personal Garage (Home),Car
22217,Car,Household,Petrol,Personal Garage (Home),Car
22217,Car,Household,Petrol,Personal Garage (Home),Car
22217,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20219,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20219,Car,Household,Petrol,Roadside - Free,Car
24531,Pick-Up,Household,Petrol,Personal Garage (Home),LGV
24531,Car,Household,Petrol,Personal Garage (Home),Car
24402,Car,Household,Petrol,Roadside - Free,Car
23662,LGV,Rental,Diesel,Roadside - Free,LGV
21315,Car,Household,Petrol,Roadside - Free,Car
21315,Car,Household,Petrol,Roadside - Free,Car
23790,Car,Household,Petrol,Roadside - Free,Car
23821,Car,Household,Petrol,Roadside - Free,Car
23396,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
23713,Car,Household,Petrol,On-Site Residential - Free,Car
22291,Car,Household,Petrol,Personal Garage (Home),Car
22430,Pick-Up,Employer's,Petrol,Roadside - Free,LGV
24234,Car,Employer's,Petrol,Personal Garage (Home),Car
24008,Pick-Up,Household,Petrol,Roadside - Free,LGV
22755,Car,Household,Petrol,Roadside - Free,Car
22695,Car,Household,Petrol,Roadside - Free,Car
22695,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24630,Pick-Up,Household,Petrol,Roadside - Free,LGV
20789,Car,Household,Petrol,Roadside - Free,Car
20789,Car,Household,Petrol,Roadside - Free,Car
23329,Car,Household,Petrol,Roadside - Free,Car
23219,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
22431,Car,Employer's,Petrol,Roadside - Free,Car
23658,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23965,Car,Household,Petrol,Roadside - Free,Car
21007,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21007,Car,Household,Petrol,Personal Garage (Home),Car
21007,Car,Household,Petrol,Personal Garage (Home),Car
21316,Car,Household,Petrol,Roadside - Free,Car
21316,Car,Household,Petrol,Roadside - Free,Car
22928,Car,Household,Petrol,On-Site Residential - Free,Car
22928,Car,Household,Petrol,On-Site Residential - Free,Car
22218,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22218,Car,Household,Petrol,Personal Garage (Home),Car
22218,Car,Household,Petrol,Personal Garage (Home),Car
24403,Car,Household,Petrol,Personal Garage (Home),Car
22292,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
20439,Car,Household,Petrol,Roadside - Free,Car
20439,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24010,Car,Household,Petrol,Roadside - Free,Car
20704,Car,Household,Petrol,Roadside - Free,Car
21073,Car,Household,Petrol,Roadside - Free,Car
21073,Car,Household,Petrol,Roadside - Free,Car
21073,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
24529,HGV,Employer's,Diesel,Personal Garage (Home),HGV
24529,Truck,Household,Diesel,Roadside - Free,Truck
23714,Car,Household,Petrol,On-Site Residential - Free,Car
22757,Car,Household,Petrol,Roadside - Free,Car
22757,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22432,Car,Household,Petrol,Roadside - Free,Car
20790,Car,Household,Petrol,Roadside - Free,Car
23242,Car,Household,Petrol,On-Site Residential - Free,Car
23388,Car,Household,Petrol,On-Site Residential - Free,Car
20031,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21008,Car,Household,Petrol,Personal Garage (Home),Car
21008,Car,Household,Petrol,Personal Garage (Home),Car
21317,Car,Household,Petrol,Roadside - Free,Car
21317,Car,Household,Petrol,Roadside - Free,Car
22696,Car,Household,Petrol,Roadside - Free,Car
22696,Car,Household,Petrol,Personal Garage (Home),Car
23822,Car,Household,Petrol,Roadside - Free,Car
21170,Car,Household,Diesel,Roadside - Free,Car
24633,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24633,Car,Household,Petrol,Roadside - Free,Car
23962,Car,Household,Petrol,Roadside - Free,Car
20627,Car,Household,Petrol,Roadside - Free,Car
20705,Car,Household,Petrol,Roadside - Free,Car
20705,Car,Household,Petrol,Roadside - Free,Car
23247,Car,Household,Petrol,On-Site Residential - Free,Car
23715,Car,Household,Petrol,On-Site Residential - Free,Car
23715,Car,Household,Petrol,On-Site Residential - Free,Car
20866,Car,Household,Petrol,Roadside - Free,Car
23791,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22221,Car,Household,Petrol,Personal Garage (Home),Car
24148,Car,Household,Petrol,Personal Garage (Home),Car
24148,Pick-Up,Household,Petrol,Personal Garage (Home),LGV
24148,Car,Household,Petrol,Personal Garage (Home),Car
24148,Car,Household,Petrol,Personal Garage (Home),Car
24148,Car,Household,Diesel,Personal Garage (Home),Car
24148,Car,Household,Petrol,Personal Garage (Home),Car
23330,Car,Household,Petrol,Roadside - Free,Car
23246,Large Car (SUV),Household,Petrol,On-Site Residential - Free,Car
24530,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24530,Car,Household,Petrol,Roadside - Free,Car
24012,Car,Household,Petrol,Roadside - Free,Car
23823,Car,Household,Petrol,Roadside - Free,Car
23823,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22222,Car,Household,Petrol,Personal Garage (Home),Car
21318,Car,Household,Petrol,Roadside - Free,Car
20791,Car,Household,Petrol,Roadside - Free,Car
20791,Car,Household,Petrol,Roadside - Free,Car
21171,Large Car (SUV),Household,Diesel,Roadside - Free,Car
21171,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21009,Car,Household,Petrol,Personal Garage (Home),Car
21009,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
24149,Car,Household,Petrol,Roadside - Free,Car
23331,Car,Household,Petrol,Roadside - Free,Car
24580,Pick-Up,Employer's,Diesel,Roadside - Free,LGV
22128,Car,Household,Petrol,Roadside - Free,Car
22128,Car,Household,Petrol,Roadside - Free,Car
21319,Car,Household,Petrol,Roadside - Free,Car
22767,Car,Household,Petrol,Roadside - Free,Car
24013,Car,Household,Petrol,Roadside - Free,Car
24013,Car,Household,Petrol,Roadside - Free,Car
23966,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23966,Car,Household,Petrol,Roadside - Free,Car
23824,Car,Household,Petrol,Roadside - Free,Car
23425,Car,Household,Petrol,Roadside - Free,Car
23425,Car,Household,Petrol,Roadside - Free,Car
21017,Car,Household,Petrol,Personal Garage (Home),Car
22131,Car,Household,Petrol,Roadside - Free,Car
23312,Car,Household,Petrol,Roadside - Free,Car
22766,Car,Household,Petrol,Roadside - Free,Car
22134,Car,Household,Petrol,Roadside - Free,Car
22129,Car,Household,Petrol,Roadside - Free,Car
22765,Car,Household,Petrol,Roadside - Free,Car
23426,Car,Household,Petrol,Roadside - Free,Car
23426,Car,Household,Petrol,Roadside - Free,Car
22130,Car,Household,Petrol,Roadside - Free,Car
22135,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22135,Car,Household,Petrol,Roadside - Free,Car
21004,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
22914,Car,Household,Petrol,On-Site Residential - Free,Car
23792,Car,Household,Petrol,Roadside - Free,Car
22915,Car,Employer's,Petrol,On-Site Residential - Free,Car
23789,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22199,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22199,Car,Household,Petrol,Roadside - Free,Car
22199,Car,Household,Petrol,Roadside - Free,Car
22764,Car,Employer's,Petrol,Roadside - Free,Car
22206,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22206,Car,Household,Petrol,Roadside - Free,Car
22206,Car,Household,Petrol,Roadside - Free,Car
22207,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22207,Car,Household,Petrol,Roadside - Free,Car
22207,Car,Household,Petrol,Roadside - Free,Car
20297,Car,Household,Petrol,Roadside - Free,Car
20297,Car,Household,Petrol,Roadside - Free,Car
20301,Large Car (SUV),Employer's,Petrol,Roadside - Free,Car
20033,Car,Household,Petrol,Roadside - Free,Car
20302,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20302,Car,Household,Petrol,Roadside - Free,Car
20302,Car,Household,Petrol,Roadside - Free,Car
20034,Car,Household,Petrol,Roadside - Free,Car
20034,Large Car (SUV),Household,Petrol,Roadside - Free,Car
20034,Car,Household,Petrol,Roadside - Free,Car
22970,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22968,Car,Household,Petrol,Roadside - Free,Car
22968,Car,Household,Petrol,Roadside - Free,Car
22967,Car,Household,Petrol,Roadside - Free,Car
22967,Large Car (SUV),Household,Petrol,Roadside - Free,Car
24665,Car,Household,Petrol,Roadside - Free,Car
23964,Car,Household,Petrol,Roadside - Free,Car
22433,Car,Household,Petrol,Personal Garage (Home),Car
22433,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
23493,Large Car (SUV),Household,Petrol,Roadside - Free,Car
23825,Large Car (SUV),Employer's,Petrol,Roadside - Free,Car
22978,Large Car (SUV),Household,Petrol,Roadside - Free,Car
21945,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
21945,Car,Household,Petrol,Roadside - Free,Car
20330,Car,Household,Petrol,Personal Garage (Home),Car
24110,Car,Household,Petrol,Roadside - Free,Car
23793,Car,Household,Petrol,Roadside - Free,Car
23793,Car,Household,Petrol,Roadside - Free,Car
24664,Large Car (SUV),Household,Petrol,Roadside - Free,Car
22117,Car,Household,Petrol,Personal Garage (Home),Car
23494,Motorcycle,Household,Petrol,Roadside - Free,Motorcycle
22434,Large Car (SUV),Household,Petrol,Personal Garage (Home),Car
