Family_Number,Nearest_Bus_Station,Total_Deliveries,Food_Deliveries,Supermarket_Deliveries,Other_Deliveries,Packages_Deliveries
23049, don’t know ,2,1,0,0,1
20968, don’t know ,0,0,0,0,0
22842,there is no bus service in my area,5,1,1,1,2
22775, don’t know ,0,0,0,0,0
23592, don’t know ,0,0,0,0,0
24577,there is no bus service in my area,2,1,0,0,1
23196, don’t know ,2,0,1,0,1
23048, don’t know ,1,1,0,0,0
24582,there is no bus service in my area,1,0,0,0,1
21266, don’t know ,0,0,0,0,0
24185,there is no bus service in my area,0,0,0,0,0
23649,there is no bus service in my area,2,1,0,0,1
21471,there is no bus service in my area,0,0,0,0,0
23082, don’t know ,2,0,2,0,0
24565, don’t know ,0,0,0,0,0
24434, don’t know ,1,0,1,0,0
22666,there is no bus service in my area,11,3,3,3,2
21650,there is no bus service in my area,2,1,1,0,0
23890, don’t know ,0,0,0,0,0
22496, don’t know ,0,0,0,0,0
21367, don’t know ,0,0,0,0,0
25346,there is no bus service in my area,2,1,1,0,0
25296, don’t know ,2,1,0,0,1
24086, don’t know ,4,2,2,0,0
21091,there is no bus service in my area,4,1,0,1,2
22851,there is no bus service in my area,7,1,1,3,2
23132, don’t know ,2,0,1,0,1
23195, don’t know ,1,0,1,0,0
22774, don’t know ,2,1,1,0,0
23047, don’t know ,1,1,0,0,0
23334,11  - 15 mins walk,8,4,0,0,4
21648,there is no bus service in my area,3,1,2,0,0
23457, don’t know ,0,0,0,0,0
24583,there is no bus service in my area,1,0,0,0,1
22736, don’t know ,0,0,0,0,0
23652,there is no bus service in my area,0,0,0,0,0
22865, More than 15 mins,1,0,0,0,1
23888, don’t know ,0,0,0,0,0
20580,there is no bus service in my area,4,2,1,0,1
23735, don’t know ,8,2,2,0,4
22667,there is no bus service in my area,8,2,2,2,2
25105,there is no bus service in my area,2,1,0,0,1
20305, don’t know ,4,0,0,2,2
22853,there is no bus service in my area,5,1,1,1,2
25348,there is no bus service in my area,2,1,0,0,1
23135, don’t know ,3,1,1,0,1
20582,there is no bus service in my area,0,0,0,0,0
23542,there is no bus service in my area,3,1,2,0,0
22868, More than 15 mins,0,0,0,0,0
20176,there is no bus service in my area,0,0,0,0,0
23020, don’t know ,2,1,0,0,1
20308, don’t know ,0,0,0,0,0
24559, don’t know ,2,0,0,1,1
23458, don’t know ,0,0,0,0,0
20583,there is no bus service in my area,0,0,0,0,0
23190, don’t know ,2,0,1,0,1
22359,there is no bus service in my area,6,1,1,1,3
21264, don’t know ,0,0,0,0,0
23127, don’t know ,4,1,1,0,2
23722, don’t know ,4,1,1,0,2
21060,there is no bus service in my area,1,0,0,0,1
23083, don’t know ,3,3,0,0,0
23543,there is no bus service in my area,5,2,3,0,0
24435,there is no bus service in my area,2,1,1,0,0
24085, don’t know ,4,2,2,0,0
22866, don’t know ,2,1,0,0,1
22570, don’t know ,1,1,0,0,0
24372,there is no bus service in my area,1,0,0,0,1
23653,there is no bus service in my area,2,1,0,0,1
24186,there is no bus service in my area,0,0,0,0,0
23189, don’t know ,1,0,1,0,0
22852,there is no bus service in my area,7,3,1,2,1
22735, don’t know ,2,0,0,0,2
23333,< 5 mins walk,0,0,0,0,0
20588, don’t know ,0,0,0,0,0
21052,there is no bus service in my area,0,0,0,0,0
23090,there is no bus service in my area,1,0,1,0,0
25347,there is no bus service in my area,2,1,1,0,0
25300, don’t know ,0,0,0,0,0
24568, don’t know ,0,0,0,0,0
23042, don’t know ,1,1,0,0,0
22867, More than 15 mins,1,1,0,0,0
23544,there is no bus service in my area,6,2,3,0,1
22360, don’t know ,0,0,0,0,0
20584,there is no bus service in my area,0,0,0,0,0
24436, don’t know ,3,1,1,0,1
24776,there is no bus service in my area,3,0,0,0,3
21024, don’t know ,2,1,1,0,0
21071,there is no bus service in my area,0,0,0,0,0
24188,there is no bus service in my area,0,0,0,0,0
20445,6-10 mins walk,0,0,0,0,0
23023, don’t know ,1,0,0,0,1
23545,there is no bus service in my area,4,1,2,0,1
23119, don’t know ,5,1,1,0,3
21368, don’t know ,0,0,0,0,0
23461, don’t know ,0,0,0,0,0
25345,there is no bus service in my area,1,0,1,0,0
23683,there is no bus service in my area,0,0,0,0,0
21832,there is no bus service in my area,2,0,2,0,0
25109,there is no bus service in my area,3,0,1,0,2
22854,there is no bus service in my area,6,1,1,2,2
24437, don’t know ,2,1,1,0,0
21025, don’t know ,5,2,3,0,0
23651,there is no bus service in my area,2,1,0,0,1
25301, don’t know ,0,0,0,0,0
23084,there is no bus service in my area,1,1,0,0,0
24775,there is no bus service in my area,0,0,0,0,0
23684,there is no bus service in my area,0,0,0,0,0
22733, don’t know ,0,0,0,0,0
23462, don’t know ,0,0,0,0,0
23546,there is no bus service in my area,4,1,3,0,0
21830,there is no bus service in my area,0,0,0,0,0
21369, don’t know ,0,0,0,0,0
23646,there is no bus service in my area,0,0,0,0,0
21193,there is no bus service in my area,4,1,1,0,2
24708,there is no bus service in my area,3,0,2,0,1
20422,< 5 mins walk,0,0,0,0,0
23547,there is no bus service in my area,4,1,3,0,0
23909, don’t know ,0,0,0,0,0
25353,there is no bus service in my area,1,0,0,0,1
23679,there is no bus service in my area,2,1,1,0,0
20446, More than 15 mins,0,0,0,0,0
21282,there is no bus service in my area,0,0,0,0,0
20965,there is no bus service in my area,0,0,0,0,0
22726, More than 15 mins,1,1,0,0,0
21370, don’t know ,0,0,0,0,0
23548,there is no bus service in my area,4,1,2,0,1
23456, don’t know ,0,0,0,0,0
25351,there is no bus service in my area,1,1,0,0,0
22727, More than 15 mins,1,0,1,0,0
23643,there is no bus service in my area,2,1,0,0,1
23682,there is no bus service in my area,0,0,0,0,0
24187,there is no bus service in my area,0,0,0,0,0
20709,there is no bus service in my area,0,0,0,0,0
23046, don’t know ,1,1,0,0,0
23549,there is no bus service in my area,3,1,2,0,0
24716,there is no bus service in my area,4,2,1,0,1
23680,there is no bus service in my area,0,0,0,0,0
25298, don’t know ,4,1,1,0,2
22361, don’t know ,4,1,0,1,2
20962, don’t know ,0,0,0,0,0
23463, don’t know ,0,0,0,0,0
24190,there is no bus service in my area,0,0,0,0,0
23550,there is no bus service in my area,3,1,1,0,1
25352,there is no bus service in my area,1,1,0,0,0
20404,< 5 mins walk,0,0,0,0,0
25110,there is no bus service in my area,4,1,1,0,2
21281,there is no bus service in my area,0,0,0,0,0
23551,there is no bus service in my area,3,1,2,0,0
20961,there is no bus service in my area,0,0,0,0,0
24712,there is no bus service in my area,5,2,2,0,1
23552,there is no bus service in my area,3,1,2,0,0
23654,there is no bus service in my area,0,0,0,0,0
20447, don’t know ,2,0,1,0,1
25302, don’t know ,4,1,1,0,2
24189,there is no bus service in my area,0,0,0,0,0
23471, don’t know ,0,0,0,0,0
21196,there is no bus service in my area,4,1,0,1,2
24709,there is no bus service in my area,6,2,3,0,1
20405,< 5 mins walk,2,1,0,0,1
20131, don’t know ,0,0,0,0,0
20448,there is no bus service in my area,1,0,1,0,0
25111,there is no bus service in my area,4,0,1,1,2
25299, don’t know ,2,0,1,0,1
20723,there is no bus service in my area,0,0,0,0,0
20967,there is no bus service in my area,0,0,0,0,0
24715,there is no bus service in my area,5,2,2,0,1
23650,there is no bus service in my area,0,0,0,0,0
24711, don’t know ,5,2,2,0,1
23015, don’t know ,6,4,1,0,1
20132, don’t know ,3,1,0,0,2
25297, don’t know ,2,0,1,0,1
24710,there is no bus service in my area,4,1,2,0,1
20449, don’t know ,4,2,2,0,0
24713,there is no bus service in my area,6,3,2,0,1
20945, don’t know ,0,0,0,0,0
23017, don’t know ,1,0,0,0,1
20133,there is no bus service in my area,2,0,0,1,1
23327,there is no bus service in my area,0,0,0,0,0
20134, don’t know ,0,0,0,0,0
21209,there is no bus service in my area,4,0,1,1,2
20135, don’t know ,4,1,0,1,2
23018, don’t know ,1,0,0,0,1
23942,there is no bus service in my area,0,0,0,0,0
23943,there is no bus service in my area,0,0,0,0,0
23945,there is no bus service in my area,0,0,0,0,0
23947,there is no bus service in my area,0,0,0,0,0
23948,there is no bus service in my area,0,0,0,0,0
23949,there is no bus service in my area,0,0,0,0,0
21468,there is no bus service in my area,0,0,0,0,0
21469,there is no bus service in my area,0,0,0,0,0
23946,there is no bus service in my area,0,0,0,0,0
23944,there is no bus service in my area,0,0,0,0,0
25475,there is no bus service in my area,3,1,0,1,1
25481,there is no bus service in my area,0,0,0,0,0
20177, don’t know ,0,0,0,0,0
24438, don’t know ,3,1,1,1,0
25242, don’t know ,4,1,1,0,2
23720, don’t know ,7,1,2,0,4
21845,there is no bus service in my area,0,0,0,0,0
20378,6-10 mins walk,0,0,0,0,0
23593, don’t know ,0,0,0,0,0
24439,there is no bus service in my area,1,0,1,0,0
21844,there is no bus service in my area,0,0,0,0,0
25241, don’t know ,0,0,0,0,0
23594, don’t know ,0,0,0,0,0
24774,there is no bus service in my area,0,0,0,0,0
20178,there is no bus service in my area,0,0,0,0,0
21077,there is no bus service in my area,2,0,1,0,1
25112,there is no bus service in my area,4,0,1,1,2
24999, don’t know ,4,1,1,0,2
25462, don’t know ,0,0,0,0,0
25240, don’t know ,0,0,0,0,0
23595, don’t know ,0,0,0,0,0
20379,< 5 mins walk,4,1,1,0,2
23723, don’t know ,4,1,1,0,2
21085,there is no bus service in my area,4,1,1,0,2
23468, don’t know ,0,0,0,0,0
21857,there is no bus service in my area,0,0,0,0,0
20579,there is no bus service in my area,7,3,2,0,2
23596, don’t know ,0,0,0,0,0
25000, don’t know ,6,2,0,1,3
25239,there is no bus service in my area,0,0,0,0,0
24968, don’t know ,0,0,0,0,0
24440,there is no bus service in my area,2,1,1,0,0
20380,6-10 mins walk,6,1,2,0,3
20578,there is no bus service in my area,5,2,1,1,1
20296,there is no bus service in my area,1,1,0,0,0
23597, don’t know ,0,0,0,0,0
23188, don’t know ,1,0,1,0,0
25113,there is no bus service in my area,4,0,1,1,2
25303, don’t know ,4,1,1,0,2
23475, don’t know ,0,0,0,0,0
25001, don’t know ,6,1,1,1,3
24764,there is no bus service in my area,0,0,0,0,0
21265, don’t know ,4,0,4,0,0
20577,there is no bus service in my area,5,1,1,1,2
24256,there is no bus service in my area,0,0,0,0,0
22740, don’t know ,0,0,0,0,0
20179, don’t know ,0,0,0,0,0
21646,there is no bus service in my area,0,0,0,0,0
21851,there is no bus service in my area,0,0,0,0,0
24967, don’t know ,0,0,0,0,0
24555, don’t know ,0,0,0,0,0
23598,there is no bus service in my area,0,0,0,0,0
21026, don’t know ,6,2,2,0,2
24441, don’t know ,2,1,1,0,0
20576,there is no bus service in my area,3,2,1,0,0
20694,there is no bus service in my area,0,0,0,0,0
25002, don’t know ,6,1,1,1,3
21267, don’t know ,5,1,4,0,0
20381,6-10 mins walk,2,1,0,0,1
23557,there is no bus service in my area,0,0,0,0,0
23474, don’t know ,0,0,0,0,0
20964, don’t know ,0,0,0,0,0
24257,there is no bus service in my area,0,0,0,0,0
22296,there is no bus service in my area,2,1,0,0,1
24765,there is no bus service in my area,0,0,0,0,0
21081,there is no bus service in my area,4,1,0,1,2
24914,there is no bus service in my area,4,1,2,0,1
23187, don’t know ,1,0,1,0,0
24966, don’t know ,6,2,1,0,3
23599, More than 15 mins,0,0,0,0,0
24192,there is no bus service in my area,0,0,0,0,0
24442, don’t know ,1,0,1,0,0
21643,there is no bus service in my area,2,1,1,0,0
21268, don’t know ,0,0,0,0,0
24607,there is no bus service in my area,3,1,2,0,0
24916,there is no bus service in my area,4,1,2,0,1
25003, don’t know ,8,2,2,0,4
24258,there is no bus service in my area,0,0,0,0,0
21560, don’t know ,1,0,1,0,0
24558,there is no bus service in my area,0,0,0,0,0
25114,there is no bus service in my area,0,0,0,0,0
24915, don’t know ,4,2,1,0,1
22297,there is no bus service in my area,8,0,0,8,0
20966, don’t know ,2,0,1,0,1
23473, don’t know ,0,0,0,0,0
21030, don’t know ,5,2,2,0,1
23534,there is no bus service in my area,0,0,0,0,0
23600, don’t know ,0,0,0,0,0
24443, don’t know ,2,1,1,0,0
24194,there is no bus service in my area,0,0,0,0,0
24965, don’t know ,2,0,1,0,1
21084,there is no bus service in my area,2,0,1,0,1
20180, don’t know ,0,0,0,0,0
24606,there is no bus service in my area,3,1,2,0,0
24918,there is no bus service in my area,3,1,1,0,1
24259,there is no bus service in my area,0,0,0,0,0
23088,there is no bus service in my area,0,0,0,0,0
22298, don’t know ,2,1,1,0,0
23186, don’t know ,2,1,1,0,0
21269, don’t know ,6,2,4,0,0
24913,there is no bus service in my area,3,1,1,0,1
23601, don’t know ,0,0,0,0,0
23536,there is no bus service in my area,0,0,0,0,0
25004, don’t know ,6,1,1,1,3
24193,there is no bus service in my area,0,0,0,0,0
20382,6-10 mins walk,0,0,0,0,0
20756,there is no bus service in my area,0,0,0,0,0
24766,there is no bus service in my area,0,0,0,0,0
24269,there is no bus service in my area,1,1,0,0,0
22741, don’t know ,8,0,0,0,8
23087,there is no bus service in my area,1,0,1,0,0
24917,there is no bus service in my area,4,1,2,0,1
21561,there is no bus service in my area,0,0,0,0,0
24444, don’t know ,2,0,1,1,0
23602,11  - 15 mins walk,2,1,0,0,1
23079, don’t know ,1,1,0,0,0
23537,there is no bus service in my area,0,0,0,0,0
22878,there is no bus service in my area,5,1,1,1,2
22299,there is no bus service in my area,0,0,0,0,0
24919,there is no bus service in my area,2,1,0,0,1
24560, don’t know ,0,0,0,0,0
25305, don’t know ,0,0,0,0,0
21270, don’t know ,8,2,5,0,1
25194, don’t know ,0,0,0,0,0
21852,there is no bus service in my area,0,0,0,0,0
23138, don’t know ,3,0,2,0,1
21028, don’t know ,6,2,2,0,2
24921, don’t know ,5,2,2,0,1
24280,there is no bus service in my area,0,0,0,0,0
20759,there is no bus service in my area,0,0,0,0,0
23618, don’t know ,0,0,0,0,0
24920, don’t know ,5,2,2,0,1
23086, don’t know ,1,0,1,0,0
24445,there is no bus service in my area,2,1,1,0,0
24561,there is no bus service in my area,0,0,0,0,0
23185, don’t know ,1,0,1,0,0
21562,there is no bus service in my area,2,0,2,0,0
25005, don’t know ,4,1,1,0,2
22877,there is no bus service in my area,10,1,3,4,2
23539,there is no bus service in my area,6,1,1,1,3
24773,there is no bus service in my area,0,0,0,0,0
24922, don’t know ,5,1,1,0,3
24608,there is no bus service in my area,3,1,2,0,0
21029, don’t know ,6,2,2,0,2
24197,there is no bus service in my area,0,0,0,0,0
20937, don’t know ,0,0,0,0,0
22742, don’t know ,0,0,0,0,0
22307, don’t know ,0,0,0,0,0
23556,there is no bus service in my area,0,0,0,0,0
25115,there is no bus service in my area,4,0,1,1,2
25193, don’t know ,0,0,0,0,0
22879,there is no bus service in my area,5,1,1,1,2
25006, don’t know ,4,1,1,0,2
23184, don’t know ,2,0,1,0,1
23076, don’t know ,3,1,1,0,1
23136, don’t know ,5,1,1,0,3
23472, don’t know ,0,0,0,0,0
21099,there is no bus service in my area,10,0,1,8,1
21271, don’t know ,5,0,5,0,0
22880,there is no bus service in my area,7,1,2,1,3
23554,there is no bus service in my area,0,0,0,0,0
24267,there is no bus service in my area,10,0,0,9,1
23183, don’t know ,2,0,1,0,1
21563, don’t know ,5,2,2,0,1
20755, don’t know ,0,0,0,0,0
21031, don’t know ,5,2,2,0,1
22308, don’t know ,1,1,0,0,0
21829,there is no bus service in my area,0,0,0,0,0
24567, don’t know ,0,0,0,0,0
22881,there is no bus service in my area,5,1,1,1,2
24609,there is no bus service in my area,3,1,2,0,0
23085, don’t know ,2,1,1,0,0
25192, don’t know ,2,0,0,1,1
25322,there is no bus service in my area,6,1,2,2,1
23182, don’t know ,1,0,1,0,0
23553,there is no bus service in my area,0,0,0,0,0
24195,there is no bus service in my area,0,0,0,0,0
23139, don’t know ,2,1,1,0,0
21032, don’t know ,4,2,2,0,0
24278,there is no bus service in my area,0,0,0,0,0
25335,there is no bus service in my area,2,1,1,0,0
25012, don’t know ,0,0,0,0,0
24767,there is no bus service in my area,0,0,0,0,0
23077, don’t know ,2,1,1,0,0
25191, don’t know ,0,0,0,0,0
23470, don’t know ,0,0,0,0,0
20757,there is no bus service in my area,0,0,0,0,0
24569, don’t know ,0,0,0,0,0
25116,there is no bus service in my area,4,1,0,1,2
23181, don’t know ,2,1,1,0,0
25099,there is no bus service in my area,1,0,1,0,0
25013, don’t know ,4,1,0,1,2
21083,there is no bus service in my area,4,1,0,1,2
23919, don’t know ,6,2,4,0,0
25336,there is no bus service in my area,2,1,1,0,0
25306, don’t know ,2,1,0,0,1
23021, don’t know ,0,0,0,0,0
24272,there is no bus service in my area,0,0,0,0,0
24612,there is no bus service in my area,5,2,2,0,1
20946, don’t know ,7,2,3,0,2
23469, don’t know ,0,0,0,0,0
25098, don’t know ,1,0,1,0,0
25190, don’t know ,0,0,0,0,0
22743, don’t know ,3,1,1,0,1
23940,there is no bus service in my area,0,0,0,0,0
24566, don’t know ,0,0,0,0,0
20450, More than 15 mins,0,0,0,0,0
25337,there is no bus service in my area,1,1,0,0,0
25014, don’t know ,1,1,0,0,0
24611,there is no bus service in my area,3,1,2,0,0
22724, More than 15 mins,0,0,0,0,0
23078, don’t know ,2,1,0,0,1
20394,< 5 mins walk,0,0,0,0,0
20693,there is no bus service in my area,0,0,0,0,0
25189, don’t know ,0,0,0,0,0
25323,there is no bus service in my area,2,1,0,1,0
25097, don’t know ,3,1,1,0,1
23137, don’t know ,4,1,1,0,2
23920, don’t know ,8,2,6,0,0
25015, don’t know ,0,0,0,0,0
20181, don’t know ,0,0,0,0,0
20392,< 5 mins walk,2,1,0,0,1
23770, don’t know ,0,0,0,0,0
20451,6-10 mins walk,0,0,0,0,0
21793,there is no bus service in my area,0,0,0,0,0
22725, More than 15 mins,1,1,0,0,0
21087,there is no bus service in my area,2,1,0,0,1
23448, don’t know ,0,0,0,0,0
25016, don’t know ,6,1,1,1,3
23024, don’t know ,1,0,0,0,1
24610,there is no bus service in my area,3,1,2,0,0
25472,there is no bus service in my area,0,0,0,0,0
24615, don’t know ,0,0,0,0,0
23140, don’t know ,2,1,1,0,0
22728, More than 15 mins,2,0,1,0,1
23766, don’t know ,0,0,0,0,0
22745, don’t know ,1,0,0,0,1
23080, don’t know ,1,1,0,0,0
20706,there is no bus service in my area,0,0,0,0,0
25309,there is no bus service in my area,4,1,1,0,2
23950,there is no bus service in my area,0,0,0,0,0
24613,there is no bus service in my area,5,2,2,0,1
23459, don’t know ,0,0,0,0,0
20393,6-10 mins walk,6,1,2,0,3
23019, don’t know ,2,1,0,0,1
24693, don’t know ,0,0,0,0,0
21086,there is no bus service in my area,2,1,0,0,1
20692,there is no bus service in my area,0,0,0,0,0
20452, More than 15 mins,0,0,0,0,0
23111, don’t know ,3,0,1,0,2
23074, don’t know ,1,0,0,0,1
20944,there is no bus service in my area,0,0,0,0,0
20538, don’t know ,0,0,0,0,0
25324,there is no bus service in my area,6,1,2,1,2
21372, don’t know ,0,0,0,0,0
25473, don’t know ,0,0,0,0,0
20395,< 5 mins walk,0,0,0,0,0
24694, don’t know ,4,0,4,0,0
20575,there is no bus service in my area,5,1,2,0,2
25307, don’t know ,0,0,0,0,0
20672, don’t know ,0,0,0,0,0
20539, don’t know ,0,0,0,0,0
23075, don’t know ,1,1,0,0,0
23022, don’t know ,1,0,0,0,1
20943, don’t know ,8,2,4,0,2
20736,there is no bus service in my area,0,0,0,0,0
22720, More than 15 mins,3,0,2,0,1
20459, More than 15 mins,0,0,0,0,0
25308, don’t know ,2,1,0,0,1
21371, don’t know ,0,0,0,0,0
23670,there is no bus service in my area,4,1,2,0,1
20688, don’t know ,4,0,4,0,0
22723,11  - 15 mins walk,1,0,0,0,1
20677, don’t know ,0,0,0,0,0
20831,there is no bus service in my area,0,0,0,0,0
22721, More than 15 mins,0,0,0,0,0
21203,there is no bus service in my area,6,1,1,1,3
20587, don’t know ,0,0,0,0,0
22719, More than 15 mins,1,1,0,0,0
22905, don’t know ,0,0,0,0,0
24911,there is no bus service in my area,0,0,0,0,0
24912,there is no bus service in my area,2,1,0,0,1
22729, don’t know ,0,0,0,0,0
22730, don’t know ,3,1,1,0,1
22731, don’t know ,3,1,1,0,1
24772,there is no bus service in my area,0,0,0,0,0
20673, don’t know ,0,0,0,0,0
25063, don’t know ,0,0,0,0,0
24770,there is no bus service in my area,1,0,0,0,1
24771,there is no bus service in my area,0,0,0,0,0
20674, don’t know ,0,0,0,0,0
25062, don’t know ,3,1,0,0,2
24963, don’t know ,0,0,0,0,0
20800, don’t know ,0,0,0,0,0
23180, don’t know ,2,0,1,0,1
23619, don’t know ,0,0,0,0,0
24769, don’t know ,0,0,0,0,0
23177,there is no bus service in my area,2,1,1,0,0
24962, don’t know ,6,1,2,0,3
23460, don’t know ,0,0,0,0,0
20675, don’t know ,0,0,0,0,0
22732, don’t know ,0,0,0,0,0
23620,there is no bus service in my area,2,0,0,1,1
25007,there is no bus service in my area,2,1,0,0,1
23068, don’t know ,2,1,1,0,0
23273, don’t know ,4,1,1,0,2
20799, don’t know ,0,0,0,0,0
24961, don’t know ,0,0,0,0,0
23621, don’t know ,0,0,0,0,0
20676, don’t know ,0,0,0,0,0
24768,there is no bus service in my area,0,0,0,0,0
25011, don’t know ,6,1,1,1,3
21853,there is no bus service in my area,0,0,0,0,0
23150,there is no bus service in my area,2,0,0,1,1
24078,there is no bus service in my area,2,1,0,0,1
23464, don’t know ,0,0,0,0,0
23622, don’t know ,0,0,0,0,0
25265, don’t know ,0,0,0,0,0
23072, don’t know ,1,0,1,0,0
25202,there is no bus service in my area,0,0,0,0,0
21854,there is no bus service in my area,0,0,0,0,0
21195,there is no bus service in my area,4,1,0,1,2
23674,there is no bus service in my area,3,1,1,0,1
24960, don’t know ,10,1,1,3,5
25289,there is no bus service in my area,4,2,0,0,2
23731, don’t know ,0,0,0,0,0
22714, More than 15 mins,1,0,0,0,1
23275, don’t know ,4,2,1,0,1
20809, don’t know ,0,0,0,0,0
23623, More than 15 mins,0,0,0,0,0
22309, don’t know ,2,1,1,0,0
24074,there is no bus service in my area,2,1,0,0,1
25008, don’t know ,6,1,1,1,3
23178, don’t know ,3,1,1,0,1
20830,there is no bus service in my area,0,0,0,0,0
24260,there is no bus service in my area,1,1,0,0,0
23465, don’t know ,0,0,0,0,0
21855,there is no bus service in my area,0,0,0,0,0
23151,there is no bus service in my area,2,0,0,1,1
25009, don’t know ,0,0,0,0,0
20721,there is no bus service in my area,0,0,0,0,0
23676,there is no bus service in my area,5,1,2,1,1
21050, don’t know ,7,3,2,0,2
23732, don’t know ,0,0,0,0,0
25264,there is no bus service in my area,0,0,0,0,0
25288, More than 15 mins,4,2,0,0,2
22716, More than 15 mins,0,0,0,0,0
25010, don’t know ,0,0,0,0,0
23671,there is no bus service in my area,4,1,1,0,2
22884,there is no bus service in my area,7,1,3,1,2
23467, don’t know ,0,0,0,0,0
23104, don’t know ,1,1,0,0,0
20247,there is no bus service in my area,0,0,0,0,0
25217,< 5 mins walk,2,0,1,0,1
21839,there is no bus service in my area,0,0,0,0,0
25263, don’t know ,6,2,1,0,3
24287,there is no bus service in my area,0,0,0,0,0
23721, don’t know ,0,0,0,0,0
20725,there is no bus service in my area,0,0,0,0,0
24446, don’t know ,3,1,1,0,1
20828,there is no bus service in my area,0,0,0,0,0
23267, don’t know ,4,1,1,0,2
21043, don’t know ,11,3,3,3,2
22310,there is no bus service in my area,1,1,0,0,0
23176, don’t know ,2,1,1,0,0
23672,there is no bus service in my area,1,0,0,0,1
22988, don’t know ,1,0,1,0,0
22717, More than 15 mins,0,0,0,0,0
21848,there is no bus service in my area,0,0,0,0,0
24073,there is no bus service in my area,0,0,0,0,0
24910,there is no bus service in my area,0,0,0,0,0
20460,11  - 15 mins walk,1,0,1,0,0
25287, More than 15 mins,0,0,0,0,0
25216,there is no bus service in my area,0,0,0,0,0
21047, don’t know ,8,2,2,2,2
22882,there is no bus service in my area,5,2,1,1,1
23718, don’t know ,0,0,0,0,0
22311, don’t know ,1,1,0,0,0
23155,there is no bus service in my area,2,1,0,0,1
24279,there is no bus service in my area,0,0,0,0,0
25338,there is no bus service in my area,2,1,1,0,0
24447, don’t know ,2,1,1,0,0
21846,there is no bus service in my area,0,0,0,0,0
22885,there is no bus service in my area,8,1,3,2,2
21092,there is no bus service in my area,4,1,0,1,2
23174, don’t know ,3,1,1,0,1
23717, don’t know ,0,0,0,0,0
25215, don’t know ,1,1,0,0,0
24616,there is no bus service in my area,0,0,0,0,0
22987, don’t know ,2,1,1,0,0
21034, don’t know ,4,2,2,0,0
20182, don’t know ,0,0,0,0,0
20726,there is no bus service in my area,0,0,0,0,0
23269, don’t know ,5,1,1,0,3
21049, don’t know ,4,1,1,1,1
21835,there is no bus service in my area,0,0,0,0,0
22718, don’t know ,3,0,2,0,1
20462, don’t know ,3,0,1,1,1
22312, don’t know ,2,2,0,0,0
24291,there is no bus service in my area,0,0,0,0,0
24448, don’t know ,2,1,1,0,0
25286, More than 15 mins,8,4,0,0,4
21048,there is no bus service in my area,5,2,3,0,0
22883,there is no bus service in my area,5,2,1,1,1
25344,there is no bus service in my area,2,1,1,0,0
23719, don’t know ,0,0,0,0,0
24618, don’t know ,2,0,0,1,1
23170, don’t know ,2,1,1,0,0
21095,there is no bus service in my area,4,1,0,1,2
25018, don’t know ,0,0,0,0,0
21834,there is no bus service in my area,0,0,0,0,0
23689,there is no bus service in my area,4,1,2,0,1
21044,there is no bus service in my area,4,2,2,0,0
24449, don’t know ,1,0,1,0,0
24681, don’t know ,4,1,1,0,2
22313,there is no bus service in my area,3,2,1,0,0
20464, More than 15 mins,2,1,1,0,0
22888,there is no bus service in my area,5,1,1,1,2
21035, don’t know ,6,2,2,0,2
23175, don’t know ,2,1,1,0,0
22986, don’t know ,2,1,1,0,0
23157,there is no bus service in my area,0,0,0,0,0
25262,there is no bus service in my area,6,2,1,0,3
25343,there is no bus service in my area,3,1,2,0,0
20732,there is no bus service in my area,0,0,0,0,0
21036,there is no bus service in my area,6,2,2,0,2
25285,< 5 mins walk,0,0,0,0,0
25214, don’t know ,1,1,0,0,0
23690,there is no bus service in my area,4,1,2,0,1
23173, don’t know ,2,1,1,0,0
24450, don’t know ,1,0,1,0,0
21039,there is no bus service in my area,8,2,2,2,2
20248,there is no bus service in my area,0,0,0,0,0
20461,11  - 15 mins walk,2,0,2,0,0
24273,there is no bus service in my area,0,0,0,0,0
24683, don’t know ,4,1,1,0,2
22985,there is no bus service in my area,2,1,1,0,0
22889,there is no bus service in my area,5,1,1,2,1
20734,there is no bus service in my area,0,0,0,0,0
23918, don’t know ,0,0,0,0,0
21837,there is no bus service in my area,0,0,0,0,0
23223, don’t know ,0,0,0,0,0
25340,there is no bus service in my area,1,0,1,0,0
22908, don’t know ,2,1,0,0,1
23691,there is no bus service in my area,5,1,3,0,1
21040,there is no bus service in my area,5,2,2,0,1
24451,there is no bus service in my area,2,1,1,0,0
25213, don’t know ,0,0,0,0,0
25019, don’t know ,2,0,1,0,1
21283, don’t know ,0,0,0,0,0
22858, More than 15 mins,1,1,0,0,0
22890,there is no bus service in my area,5,1,1,1,2
25101,there is no bus service in my area,2,0,0,1,1
23917, don’t know ,0,0,0,0,0
22984,there is no bus service in my area,3,1,2,0,0
24650, don’t know ,3,1,1,0,1
20463,11  - 15 mins walk,1,0,1,0,0
23693,there is no bus service in my area,4,1,2,0,1
25342,there is no bus service in my area,2,1,1,0,0
25020, don’t know ,0,0,0,0,0
24274,there is no bus service in my area,0,0,0,0,0
23226, don’t know ,0,0,0,0,0
25095, don’t know ,1,1,0,0,0
22909, don’t know ,1,0,0,0,1
24682, don’t know ,4,1,1,0,2
20741,there is no bus service in my area,0,0,0,0,0
20367,there is no bus service in my area,0,0,0,0,0
23692, don’t know ,5,2,3,0,0
25021, don’t know ,6,1,1,1,3
25261,there is no bus service in my area,10,2,2,1,5
